nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Ricardo Álvarez,Baloncesto,4.0,82.8,162.0,74.0,8.0,5.8,CICLISTA
Pedro Rodríguez,Baloncesto,40.0,64.2,201.0,83.0,5.6,1.43,NADADOR
Carlos Pérez,Tenis,43.0,81.2,177.0,55.0,10.1,7.1,CORREDOR
Manuel Leal,Fútbol,41.0,86.2,162.0,51.0,25.0,2.7,portero
Carlos Pérez,Fútbol,26.0,61.4,178.0,66.0,17.9,4.0,CORREDOR
Daniela Vargas,Fútbol,34.0,74.7,172.0,67.0,10.3,4.2,delantero
Marcela Varela,Atletismo,29.0,75.8,181.0,75.0,5.1,6.01,corredor
Paola Romero,Baloncesto,33.0,60.4,186.0,84.0,9.4,9.06,NADADOR
Rodrigo Sandoval,Baloncesto,18.0,62.2,184.0,63.0,4.0,6.48,ATACANTE
Sofía Hernández,Atletismo,33.0,96.5,194.0,75.0,6.0,3.72,Delantero
Pilar Contreras,Fútbol,41.0,80.3,201.0,80.0,9.8,5.4,CICLISTA
Lorena Mendoza,Atletismo,30.0,83.9,168.0,47.0,17.1,5.33,atacante
Juan López,Natación,21.0,65.1,158.0,74.0,5.9,6.56,defensa 
Claudia Herrera,Baloncesto,43.0,81.5,169.0,69.50026329647183,6.7,9.12,DELANTERO
Manuel Leal,Voleibol,19.0,62.2,196.0,85.0,9.6,5.07,DELANTERO
Mauricio Vega,Boxeo,21.0,98.7,186.0,76.0,19.3,7.68,Ciclista
Alejandro Núñez,Natación,44.0,70.4,181.0,76.0,14.7,9.08,delantero
Pilar Contreras,Natación,35.0,64.2,200.0,62.0,12.3,1.31,
Héctor Suárez,Ciclismo,21.0,98.4,30.0,68.0,24.3,1.37,defensa 
Pedro Rodríguez,Natación,32.0,77.8,197.0,68.0,11.0,6.98,Defensa
Rodrigo Sandoval,Natación,25.0,99.6,200.0,73.0,15.7,2.28,CORREDOR
César Sepúlveda,Ciclismo,26.0,59.4,200.0,59.0,22.9,7.99,
Patricia Ramos,Voleibol,41.0,93.6,176.0,77.0,16.2,9.18,CICLISTA
Juan López,Rugby,42.0,84.9,166.0,84.0,17.2,5.12,ATACANTE
Ricardo Álvarez,Natación,38.0,86.2,195.0,84.0,11.0,7.86,PORTERO
Ignacio Peña,Tenis,28.0,83.8,199.0,88.0,12.9,6.34,PORTERO
Eduardo Soto,Natación,28.0,100.9,158.0,79.0,16.5,9.65,delantero 
Camila Díaz,Baloncesto,28.0,64.1,175.0,90.0,7.0,7.01,Portero
Pilar Contreras,Fútbol,22.0,103.2,175.0,75.0,15.0,6.51,Mediocampista
Ignacio Peña,Fútbol,31.0,100.2,184.0,64.0,10.3,7.38,portero
Juan López,Ciclismo,25.0,67.3,179.0,82.0,21.4,2.48,Nadador
Alejandro Núñez,Baloncesto,28.0,68.5,183.0,68.0,9.9,4.36,Corredor
Alicia Campos,Tenis,39.0,76.4,202.0,63.0,22.1,1.29,nadador
Felipe Muñoz,Natación,42.0,80.5,169.0,61.0,20.0,2.0,defensa
Ignacio Peña,Ciclismo,17.0,71.1,173.0,81.0,3.1,8.53,CICLISTA
Lorena Mendoza,Ciclismo,19.0,70.5,179.5617088607595,85.0,9.3,7.03,
Sofía Hernández,Atletismo,29.0,95.3,166.0,54.0,22.1,7.81,DELANTERO
Ignacio Peña,Baloncesto,34.0,90.4,182.0,69.0,24.0,9.24,Portero
Natalia Cruz,Boxeo,31.12930135557873,88.9,174.0,52.0,19.5,3.73,DELANTERO
Roxana Salinas,Fútbol,33.0,74.3,169.0,89.0,13.2,8.56,Atacante
Javiera Espinoza,Atletismo,37.0,94.6,194.0,67.0,6.8,4.23,corredor
Ana Martínez,Atletismo,35.0,90.1,185.0,76.0,7.1,8.8,corredor
Claudia Herrera,Natación,37.0,59.0,198.0,67.0,23.6,7.56,defensa
Sofía Hernández,Natación,43.0,99.2,175.0,65.0,13.8,9.02,Defensa
Felipe Muñoz,Ciclismo,31.0,87.4,186.0,45.0,10.5,7.79,Mediocampista
Alejandro Núñez,Voleibol,19.0,95.0,177.0,49.0,5.6,8.9,DELANTERO
Héctor Suárez,Atletismo,31.0,76.7,178.0,47.0,10.8,3.45,Portero
Patricia Ramos,Baloncesto,26.0,95.4,202.0,53.0,4.6,6.27,CICLISTA
Tomás Gutiérrez,Fútbol,35.0,72.4,189.0,86.0,9.8,5.552869109947644,ATACANTE
Carolina Ríos,Baloncesto,34.0,98.5,162.0,69.50026329647183,19.8,9.54,nadador
Sofía Hernández,Baloncesto,18.0,69.5,200.0,51.0,4.9,2.74,Atacante
Fernanda Jiménez,Atletismo,18.0,67.6,174.0,56.0,10.6,9.13,MEDIOCAMPISTA
César Sepúlveda,Rugby,30.0,56.8,162.0,49.0,18.3,7.26,CORREDOR
César Sepúlveda,Natación,31.12930135557873,102.7,183.0,54.0,4.6,6.92,corredor
Pedro Rodríguez,Voleibol,19.0,97.8,175.0,51.0,23.5,5.14,
Roberto Castillo,Ciclismo,31.0,57.8,198.0,49.0,21.1,4.79,ATACANTE
Mónica Ortega,Natación,25.0,82.7,187.0,87.0,9.4,6.76,
Ana Martínez,Voleibol,38.0,97.4,194.0,70.0,9.2,6.64,mediocampista
Natalia Cruz,Voleibol,32.0,95.7,184.0,85.0,23.8,5.99,nadador
Tomás Gutiérrez,Natación,25.0,55.2,158.0,75.0,3.2,7.44,defensa
Rodrigo Sandoval,Natación,42.0,67.2,197.0,56.0,10.7,6.52,Ciclista
Mauricio Vega,Atletismo,45.0,98.8,180.0,80.0,4.1,8.25,ciclista
Ana Martínez,Tenis,37.0,92.1,194.0,61.0,14.1,4.68,
Carolina Ríos,Boxeo,22.0,78.4,189.0,46.0,14.1,4.4,portero
Natalia Cruz,Ciclismo,32.0,89.3,176.0,70.0,24.8,2.49,atacante
Marisol Figueroa,Natación,27.0,85.2,163.0,83.0,23.1,9.33,DELANTERO
Claudia Herrera,Natación,19.0,73.6,178.0,75.0,11.4,7.96,defensa 
César Sepúlveda,Baloncesto,20.0,66.0,187.0,64.0,16.2,9.87,
Matías Silva,Boxeo,30.0,82.3,175.0,47.0,20.1,1.75,defensa
Andrés Flores,Baloncesto,30.0,74.0,172.0,50.0,19.6,1.03,
Paola Romero,Natación,28.0,85.3,186.0,65.0,16.7,1.41,ciclista
Alicia Campos,Fútbol,37.0,63.0,193.0,69.50026329647183,13.8,8.64,Corredor
Enrique Valenzuela,Fútbol,31.0,104.7,176.0,87.0,4.0,9.21,Defensa
Pedro Rodríguez,Tenis,3.0,103.6,191.0,80.0,0.1,9.3,ciclista
Mauricio Vega,Atletismo,28.0,82.1,159.0,63.0,16.8,6.97,ATACANTE
María González,Voleibol,19.0,58.4,198.0,75.0,8.3,4.92,Ciclista
Nicolás Reyes,Natación,32.0,95.1,170.0,51.0,14.8,7.96,
Rodrigo Sandoval,Atletismo,26.0,85.9,200.0,80.0,3.3,5.46,defensa
Ignacio Peña,Boxeo,41.0,77.4,179.5617088607595,50.0,17.5,9.97,
Gonzalo Fuentes,Tenis,25.0,68.8,200.0,68.0,22.3,7.39,Mediocampista
Manuel Leal,Natación,25.0,64.9,200.0,84.0,13.7,2.37,corredor
Camila Díaz,Voleibol,25.0,98.5,168.0,72.0,18.3,7.71,corredor
Sebastián Rojas,Natación,37.0,86.4,162.0,80.0,13.1,5.7,MEDIOCAMPISTA
Ricardo Álvarez,Baloncesto,26.0,98.1,177.0,60.0,20.7,7.49,Ciclista
Ricardo Álvarez,Natación,39.0,77.1,176.0,69.50026329647183,19.5,1.23,Corredor
Javiera Espinoza,Ciclismo,33.0,103.2,179.0,47.0,17.4,5.83,Atacante
Tomás Gutiérrez,Fútbol,26.0,63.8,182.0,49.0,10.4,5.552869109947644,Nadador
Sebastián Rojas,Atletismo,34.0,94.6,182.0,72.0,11.3,8.22,ATACANTE
Manuel Leal,Atletismo,38.0,71.8,178.0,69.50026329647183,14.1,6.96,Portero
María González,Atletismo,18.0,97.1,172.0,47.0,17.9,8.61,DEFENSA
Mónica Ortega,Atletismo,42.0,86.2,162.0,69.50026329647183,23.4,4.25,Atacante
Patricio Bravo,Tenis,42.0,83.8,201.0,70.0,17.2,1.34,mediocampista
Gonzalo Fuentes,Baloncesto,38.0,79.5,196.0,82.0,22.9,4.94,Mediocampista
Ignacio Peña,Voleibol,33.0,71.4,187.0,57.0,22.0,9.01,Nadador
Claudia Herrera,Fútbol,40.0,92.5,175.0,50.0,8.1,2.54,Delantero
Pilar Contreras,Fútbol,44.0,95.4,25.0,69.50026329647183,17.9,1.79,defensa
Tomás Gutiérrez,Tenis,22.0,60.4,165.0,58.0,21.8,7.34,CORREDOR
Valentina Ramírez,Atletismo,19.0,61.4,196.0,63.0,21.7,7.07,MEDIOCAMPISTA
Carlos Pérez,Fútbol,35.0,105.0,176.0,69.50026329647183,9.6,6.01,Portero
Marisol Figueroa,Voleibol,25.0,56.1,179.0,65.0,9.3,7.31,Mediocampista
Valentina Ramírez,Natación,41.0,80.8,158.0,85.0,22.0,4.67,
Patricio Bravo,Fútbol,31.0,101.4,167.0,45.0,18.2,8.1,Atacante
Eduardo Soto,Tenis,41.0,84.0,189.0,80.0,4.8,5.96,ATACANTE
Valentina Ramírez,Baloncesto,43.0,82.2,160.0,55.0,4.9,2.21,Portero
Nicolás Reyes,Voleibol,40.0,61.1,184.0,57.0,11.7,3.08,Ciclista
Paola Romero,Boxeo,43.0,74.5,159.0,69.0,14.2,5.7,CICLISTA
Claudia Herrera,Rugby,17.0,94.8,173.0,80.0,16.7,9.79,ATACANTE
César Sepúlveda,Voleibol,25.0,70.3,176.0,67.0,16.6,2.58,CICLISTA
Mónica Ortega,Atletismo,27.0,58.3,192.0,77.0,8.9,3.06,Mediocampista
Rodrigo Sandoval,Natación,36.0,92.6,171.0,85.0,3.5,4.78,ATACANTE
Carlos Pérez,Voleibol,33.0,83.6,195.0,70.0,4.5,9.93,delantero
Gabriela Morales,Rugby,19.0,91.1,160.0,90.0,16.3,3.48,Mediocampista
Nicolás Reyes,Baloncesto,44.0,62.2,177.0,51.0,3.2,2.84,Atacante
Luis Parra,Natación,20.0,91.3,188.0,72.0,21.2,6.03,ciclista
Gonzalo Fuentes,Atletismo,24.0,95.4,201.0,65.0,13.9,5.08,CORREDOR
Isabella Castro,Ciclismo,30.0,55.3,192.0,51.0,3.2,2.1,
Diego Torres,Atletismo,41.0,90.3,30.0,83.0,7.9,5.552869109947644,mediocampista
Andrés Flores,Tenis,19.0,69.3,186.0,62.0,24.8,4.1,mediocampista
Mónica Ortega,Rugby,41.0,68.5,191.0,50.0,21.9,9.39,
Mauricio Vega,Baloncesto,31.12930135557873,55.6,199.0,52.0,12.0,6.92,ATACANTE
Marisol Figueroa,Natación,42.0,74.8,193.0,58.0,19.5,5.552869109947644,Atacante
Diego Torres,Baloncesto,3.0,58.3,169.0,46.0,22.6,5.88,NADADOR
Sebastián Rojas,Voleibol,21.0,69.8,169.0,45.0,8.3,5.61,atacante
Natalia Cruz,Fútbol,45.0,71.0,162.0,66.0,18.7,4.47,ATACANTE
Gonzalo Fuentes,Ciclismo,42.0,57.9,172.0,72.0,19.3,2.63,portero
Nicolás Reyes,Natación,21.0,94.7,196.0,60.0,21.4,8.79,Portero
Valentina Ramírez,Natación,34.0,85.7,184.0,84.0,3.5,9.84,mediocampista
Isabella Castro,Tenis,16.0,78.6,201.0,72.0,24.3,5.552869109947644,defensa 
Héctor Suárez,Fútbol,28.0,59.3,186.0,78.0,13.6,9.67,portero
Alicia Campos,Natación,37.0,85.9,202.0,86.0,17.8,2.21,ciclista
Gabriela Morales,Baloncesto,45.0,71.3,190.0,87.0,17.4,2.18,Portero
Rodrigo Sandoval,Fútbol,24.0,77.8,191.0,70.0,3.7,6.96,Delantero
Patricio Bravo,Baloncesto,28.0,63.2,202.0,63.0,22.7,3.95,PORTERO
Mónica Ortega,Fútbol,26.0,82.0,170.0,55.0,13.5,6.35,Portero
Cristian Medina,Fútbol,31.0,58.3,174.0,61.0,14.7,5.28,CORREDOR
Catalina Mora,Atletismo,26.0,88.9,166.0,58.0,10.4,7.27,Corredor
Enrique Valenzuela,Fútbol,24.0,72.1,185.0,69.50026329647183,14.9,9.67,mediocampista
Alicia Campos,Boxeo,19.0,63.2,191.0,54.0,13.0,2.69,Nadador
Claudia Herrera,Voleibol,41.0,97.0,194.0,46.0,15.7,4.42,
Marisol Figueroa,Natación,37.0,80.6,184.0,61.0,11.5,5.59,nadador
Daniela Vargas,Atletismo,16.0,99.6,171.0,51.0,18.8,6.31,PORTERO
Matías Silva,Natación,26.0,90.5,174.0,57.0,5.3,15.0,CICLISTA
Enrique Valenzuela,Fútbol,17.0,58.8,178.0,69.50026329647183,13.8,7.12,ciclista
Mónica Ortega,Voleibol,29.0,103.5,162.0,53.0,7.7,3.59,nadador
Juan López,Fútbol,17.0,64.0,173.0,70.0,4.7,7.62,Mediocampista
Mauricio Vega,Boxeo,21.0,94.7,171.0,62.0,4.4,5.552869109947644,delantero 
Marisol Figueroa,Fútbol,24.0,68.1,170.0,81.0,13.3,1.59,NADADOR
Gabriela Morales,Atletismo,39.0,84.4,179.5617088607595,77.0,17.7,7.47,corredor
Javiera Espinoza,Atletismo,40.0,55.3,196.0,81.0,22.9,7.99,PORTERO
Valentina Ramírez,Atletismo,35.0,103.9,179.0,74.0,8.3,6.49,Nadador
María González,Boxeo,37.0,86.7,166.0,46.0,15.0,2.99,
Luis Parra,Voleibol,38.0,82.9,161.0,73.0,3.7,7.12,Delantero
Rodrigo Sandoval,Ciclismo,31.12930135557873,56.4,168.0,70.0,16.6,2.39,corredor
Javiera Espinoza,Tenis,31.0,92.2,162.0,66.0,16.0,4.26,Defensa
Juan López,Atletismo,20.0,68.2,190.0,61.0,14.6,9.34,corredor
Tomás Gutiérrez,Natación,31.0,70.3,195.0,83.0,11.4,8.72,Mediocampista
Patricia Ramos,Tenis,21.0,101.2,163.0,56.0,4.8,4.84,CICLISTA
Mauricio Vega,Tenis,28.0,57.6,159.0,66.0,20.8,8.46,MEDIOCAMPISTA
Roxana Salinas,Voleibol,25.0,74.5,176.0,45.0,14.2,9.64,ciclista
Luis Parra,Rugby,33.0,77.7,171.0,62.0,14.5,9.88,Nadador
Cristian Medina,Ciclismo,34.0,101.2,181.0,55.0,22.1,7.56,ciclista
Nicolás Reyes,Baloncesto,29.0,83.9,193.0,64.0,15.0,2.25,Nadador
Nicolás Reyes,Fútbol,26.0,97.0,202.0,69.0,13.6,4.21,delantero 
Tomás Gutiérrez,Voleibol,41.0,65.7,179.5617088607595,86.0,23.6,5.93,MEDIOCAMPISTA
Carolina Ríos,Rugby,41.0,68.2,161.0,77.0,17.2,3.94,
Nicolás Reyes,Baloncesto,26.0,57.8,171.0,89.0,15.8,7.62,atacante
María González,Fútbol,24.0,96.5,187.0,69.0,8.7,4.21,Atacante
Natalia Cruz,Voleibol,31.12930135557873,102.8,177.0,47.0,23.5,4.81,delantero
Gabriela Morales,Natación,25.0,80.9,166.0,53.0,21.9,7.37,Portero
Ricardo Álvarez,Fútbol,30.0,59.7,190.0,89.0,4.9,1.58,defensa 
Gabriela Morales,Natación,40.0,92.3,196.0,81.0,8.0,9.53,nadador
Manuel Leal,Atletismo,31.0,86.5,198.0,83.0,11.6,3.68,corredor
Pilar Contreras,Voleibol,41.0,76.7,181.0,88.0,12.0,8.61,Portero
Rodrigo Sandoval,Natación,44.0,92.4,179.5617088607595,88.0,11.3,1.51,Mediocampista
Nicolás Reyes,Ciclismo,31.12930135557873,83.7,188.0,60.0,16.0,3.71,CICLISTA
Andrés Flores,Baloncesto,38.0,71.2,175.0,62.0,21.0,1.64,corredor
Pedro Rodríguez,Atletismo,38.0,61.9,177.0,85.0,13.1,7.97,NADADOR
Enrique Valenzuela,Fútbol,19.0,70.0,163.0,77.0,13.1,8.86,nadador
Catalina Mora,Baloncesto,31.0,58.8,177.0,59.0,18.8,6.1,NADADOR
Fernanda Jiménez,Natación,34.0,72.8,172.0,81.0,19.2,8.43,CICLISTA
Sofía Hernández,Natación,29.0,65.8,201.0,78.0,23.3,4.59,Defensa
Tomás Gutiérrez,Ciclismo,20.0,71.4,30.0,64.0,24.4,9.99,ciclista
Camila Díaz,Natación,43.0,77.8,193.0,77.0,24.1,5.58,Corredor
María González,Rugby,31.0,79.4,160.0,78.0,17.1,7.67,Ciclista
Diego Torres,Natación,36.0,75.1,198.0,69.0,5.5,8.79,
Tomás Gutiérrez,Fútbol,20.0,56.2,185.0,64.0,17.4,5.29,NADADOR
Ignacio Peña,Tenis,43.0,77.9,158.0,59.0,25.0,2.91,atacante
Paola Romero,Ciclismo,19.0,96.2,165.0,46.0,8.6,3.99,Nadador
Mónica Ortega,Natación,3.0,85.0,179.5617088607595,50.0,20.3,6.78,mediocampista
Rodrigo Sandoval,Voleibol,34.0,95.4,168.0,64.0,23.3,9.65,Atacante
Diego Torres,Tenis,38.0,78.9,171.0,79.0,10.9,8.04,defensa
Ana Martínez,Ciclismo,37.0,88.8,163.0,53.0,9.1,2.65,
María González,Fútbol,37.0,74.7,161.0,54.0,11.5,5.01,Corredor
Rodrigo Sandoval,Atletismo,31.12930135557873,75.8,166.0,62.0,12.2,8.2,Mediocampista
Cristian Medina,Natación,35.0,70.7,175.0,61.0,5.0,4.43,Portero
Sofía Hernández,Natación,33.0,69.9,184.0,48.0,23.8,8.29,mediocampista
Ricardo Álvarez,Tenis,29.0,75.6,194.0,84.0,15.0,3.02,NADADOR
Marcela Varela,Voleibol,33.0,73.6,173.0,65.0,4.9,4.79,atacante
Matías Silva,Baloncesto,23.0,81.6,180.0,81.0,7.5,5.552869109947644,CORREDOR
Gabriela Morales,Natación,35.0,63.8,179.0,60.0,3.2,9.96,
Claudia Herrera,Ciclismo,4.0,75.9,168.0,90.0,11.8,9.44,
Patricio Bravo,Boxeo,31.12930135557873,56.5,179.0,57.0,4.8,7.62,DELANTERO
Andrés Flores,Natación,35.0,70.8,169.0,5.0,17.5,5.552869109947644,nadador
Mauricio Vega,Boxeo,21.0,94.7,171.0,62.0,4.4,5.552869109947644,delantero 
Marisol Figueroa,Voleibol,33.0,73.6,165.0,64.0,18.3,5.13,delantero
Ricardo Álvarez,Tenis,19.0,65.9,185.0,57.0,4.4,8.16,delantero 
Pilar Contreras,Rugby,28.0,69.9,195.0,69.50026329647183,6.7,7.64,mediocampista
Roxana Salinas,Atletismo,25.0,83.6,196.0,81.0,11.3,9.63,Mediocampista
Natalia Cruz,Atletismo,45.0,63.6,192.0,58.0,6.6,-5.0,defensa 
Daniela Vargas,Voleibol,3.0,76.0,195.0,70.0,12.5,1.74,DELANTERO
Nicolás Reyes,Boxeo,25.0,95.7,201.0,51.0,3.2,9.05,CORREDOR
Gabriela Morales,Baloncesto,34.0,74.7,164.0,74.0,15.0,6.68,DEFENSA
Lorena Mendoza,Baloncesto,38.0,101.6,164.0,76.0,10.6,3.73,Defensa
Ignacio Peña,Fútbol,33.0,76.0,179.5617088607595,59.0,10.4,5.38,ciclista
Catalina Mora,Atletismo,35.0,56.1,182.0,69.0,18.4,6.4,Delantero
Ricardo Álvarez,Tenis,38.0,89.3,170.0,76.0,6.5,4.68,Portero
Patricia Ramos,Fútbol,35.0,73.6,198.0,60.0,14.7,1.94,defensa 
Alicia Campos,Atletismo,28.0,78.8,169.0,82.0,7.1,2.3,Corredor
César Sepúlveda,Atletismo,36.0,69.8,186.0,81.0,14.4,4.48,Portero
Alejandro Núñez,Voleibol,29.0,58.9,192.0,52.0,10.6,5.7,CICLISTA
Patricio Bravo,Voleibol,25.0,89.2,179.5617088607595,70.0,10.2,1.35,DELANTERO
Valentina Ramírez,Tenis,34.0,101.2,192.0,61.0,16.4,6.48,CICLISTA
Carolina Ríos,Ciclismo,20.0,86.5,191.0,48.0,18.6,2.78,Delantero
Catalina Mora,Natación,18.0,95.0,195.0,67.0,19.3,9.38,DELANTERO
Fernanda Jiménez,Boxeo,26.0,60.7,161.0,58.0,22.3,2.65,Portero
Carolina Ríos,Atletismo,22.0,93.7,184.0,51.0,10.6,8.55,
Diego Torres,Voleibol,4.0,62.7,202.0,66.0,11.4,8.85,delantero
Sebastián Rojas,Atletismo,37.0,99.4,198.0,68.0,16.8,6.33,ATACANTE
Andrés Flores,Atletismo,44.0,87.1,186.0,66.0,17.9,2.85,MEDIOCAMPISTA
Lorena Mendoza,Ciclismo,20.0,66.3,187.0,69.0,22.6,7.7,Defensa
Pilar Contreras,Boxeo,32.0,101.3,200.0,85.0,10.9,4.22,Portero
Gabriela Morales,Baloncesto,32.0,80.2,178.0,46.0,15.6,3.36,
Héctor Suárez,Fútbol,22.0,96.2,169.0,47.0,23.9,2.83,DEFENSA
Patricia Ramos,Tenis,44.0,95.4,192.0,74.0,10.2,6.4,Atacante
Gabriela Morales,Boxeo,19.0,98.0,174.0,47.0,16.3,9.99,delantero
Javiera Espinoza,Voleibol,21.0,84.2,200.0,60.0,17.0,4.21,
Nicolás Reyes,Tenis,31.12930135557873,82.0,178.0,80.0,13.0,4.92,delantero
Nicolás Reyes,Tenis,43.0,81.7,177.0,89.0,23.6,4.79,DEFENSA
Patricio Bravo,Baloncesto,31.12930135557873,81.4,189.0,76.0,16.4,5.552869109947644,Ciclista
Cristian Medina,Atletismo,22.0,94.8,169.0,48.0,12.6,1.39,Atacante
Mónica Ortega,Tenis,34.0,90.9,194.0,47.0,18.0,8.13,Mediocampista
Ignacio Peña,Tenis,32.0,88.0,162.0,53.0,8.0,7.1,CICLISTA
Andrés Flores,Tenis,23.0,103.0,189.0,86.0,22.2,8.26,Defensa
Sebastián Rojas,Fútbol,21.0,65.3,178.0,51.0,8.5,6.34,corredor
Sofía Hernández,Baloncesto,33.0,65.5,183.0,55.0,7.7,1.18,NADADOR
Ricardo Álvarez,Natación,16.0,99.1,160.0,64.0,14.6,7.4,corredor
Ignacio Peña,Voleibol,31.0,83.4,174.0,73.0,10.9,4.71,Mediocampista
Roberto Castillo,Ciclismo,3.0,80.8,166.0,82.0,0.1,2.05,Delantero
Alejandro Núñez,Baloncesto,17.0,68.6,163.0,86.0,11.4,5.19,Delantero
Isabella Castro,Baloncesto,26.0,55.2,174.0,89.0,15.5,5.0,ciclista
Francisca Lagos,Voleibol,38.0,69.2,181.0,71.0,15.3,6.5,Ciclista
Roxana Salinas,Natación,16.0,56.8,165.0,47.0,13.7,7.6,NADADOR
Ignacio Peña,Tenis,25.0,64.4,163.0,55.0,9.3,6.45,Ciclista
Cristian Medina,Natación,18.0,76.8,185.0,71.0,24.3,7.21,Mediocampista
Rodrigo Sandoval,Ciclismo,27.0,80.0,170.0,89.0,13.2,5.17,
Felipe Muñoz,Tenis,36.0,75.1,201.0,63.0,17.8,6.73,
Lorena Mendoza,Fútbol,26.0,84.4,181.0,62.0,22.9,5.13,DEFENSA
Enrique Valenzuela,Ciclismo,26.0,104.2,173.0,72.0,20.2,4.38,NADADOR
Alejandro Núñez,Rugby,30.0,76.8,180.0,57.0,5.9,5.39,Defensa
Isabella Castro,Voleibol,24.0,75.6,187.0,58.0,17.0,4.36,delantero 
Javiera Espinoza,Natación,33.0,70.3,300.0,76.0,8.4,4.49,mediocampista
Enrique Valenzuela,Natación,37.0,95.6,166.0,87.0,21.1,8.52,
Paola Romero,Rugby,24.0,71.1,171.0,66.0,12.9,1.72,Ciclista
Mónica Ortega,Tenis,35.0,95.1,194.0,66.0,17.0,7.15,CICLISTA
Camila Díaz,Atletismo,22.0,72.4,186.0,84.0,22.9,5.27,mediocampista
Manuel Leal,Natación,26.0,98.9,181.0,47.0,24.1,15.0,Ciclista
Verónica Aguilar,Ciclismo,42.0,58.0,191.0,82.0,8.9,3.29,CORREDOR
María González,Tenis,26.0,55.1,175.0,62.0,4.2,7.66,Nadador
Mauricio Vega,Voleibol,22.0,103.5,191.0,50.0,21.9,8.77,NADADOR
Lorena Mendoza,Natación,30.0,79.4,162.0,50.0,4.6,1.21,Corredor
Roxana Salinas,Atletismo,45.0,82.8,190.0,50.0,15.6,3.18,
Gonzalo Fuentes,Natación,20.0,80.4,192.0,76.0,7.5,5.69,
Manuel Leal,Natación,31.0,59.5,195.0,76.0,17.8,5.552869109947644,delantero 
Eduardo Soto,Ciclismo,20.0,74.3,201.0,72.0,7.5,4.46,
Eduardo Soto,Tenis,18.0,74.8,179.5617088607595,88.0,10.7,1.68,NADADOR
Mauricio Vega,Voleibol,43.0,66.8,160.0,81.0,5.6,9.75,ATACANTE
Nicolás Reyes,Ciclismo,31.0,64.0,186.0,69.50026329647183,6.6,7.84,nadador
Camila Díaz,Voleibol,18.0,100.4,177.0,63.0,23.2,5.18,Atacante
Manuel Leal,Natación,32.0,79.4,177.0,81.0,13.7,2.16,nadador
Sebastián Rojas,Baloncesto,40.0,79.7,190.0,70.0,3.3,-5.0,CORREDOR
Felipe Muñoz,Tenis,24.0,66.5,179.0,57.0,11.2,6.0,mediocampista
Gabriela Morales,Voleibol,41.0,95.7,198.0,79.0,19.9,5.97,atacante
Carlos Pérez,Natación,38.0,59.4,192.0,48.0,5.4,6.51,ATACANTE
Gabriela Morales,Boxeo,22.0,78.7,165.0,86.0,24.1,9.5,mediocampista
Patricia Ramos,Fútbol,20.0,80.2,182.0,79.0,4.1,2.04,Nadador
Paola Romero,Natación,31.0,63.0,182.0,83.0,15.7,7.61,
Mauricio Vega,Tenis,24.0,58.6,169.0,69.0,15.2,3.03,Atacante
Carlos Pérez,Rugby,34.0,76.6,196.0,76.0,3.7,2.29,
Pedro Rodríguez,Atletismo,16.0,95.9,176.0,46.0,12.0,6.7,
Carolina Ríos,Tenis,38.0,79.4,160.0,83.0,12.0,4.5,portero
Daniela Vargas,Boxeo,31.0,55.0,165.0,57.0,3.1,8.37,ATACANTE
Ricardo Álvarez,Tenis,32.0,98.7,179.5617088607595,87.0,17.8,2.6,
Ana Martínez,Boxeo,39.0,74.1,183.0,55.0,17.2,8.21,Atacante
Pedro Rodríguez,Baloncesto,16.0,60.3,179.5617088607595,57.0,8.9,8.11,delantero
Rodrigo Sandoval,Natación,28.0,55.4,158.0,10.0,13.7,2.32,defensa
Roberto Castillo,Natación,17.0,58.1,165.0,52.0,24.2,1.34,Ciclista
Tomás Gutiérrez,Atletismo,21.0,73.9,197.0,52.0,9.7,2.57,defensa
Enrique Valenzuela,Fútbol,33.0,81.3,179.0,88.0,16.4,3.02,portero
Camila Díaz,Tenis,20.0,69.0,183.0,75.0,23.2,5.552869109947644,ciclista
María González,Ciclismo,28.0,97.8,168.0,81.0,3.5,7.57,corredor
María González,Natación,40.0,101.8,188.0,60.0,16.3,6.41,
Marcela Varela,Natación,27.0,76.1,177.0,58.0,21.6,3.51,defensa 
Ana Martínez,Baloncesto,20.0,78.9,174.0,59.0,12.0,3.26,Portero
Ignacio Peña,Baloncesto,40.0,83.4,179.5617088607595,66.0,7.6,7.4,corredor
Roxana Salinas,Atletismo,41.0,83.5,199.0,69.50026329647183,17.6,1.48,Corredor
Juan López,Baloncesto,35.0,93.4,160.0,86.0,24.2,5.552869109947644,Portero
Sebastián Rojas,Boxeo,17.0,99.1,185.0,46.0,8.7,7.75,Defensa
César Sepúlveda,Voleibol,43.0,64.0,172.0,46.0,14.7,8.84,MEDIOCAMPISTA
Cristian Medina,Boxeo,35.0,81.0,202.0,83.0,13.1,9.22,portero
Sebastián Rojas,Tenis,41.0,59.7,164.0,63.0,13.1,4.26,MEDIOCAMPISTA
Andrés Flores,Natación,41.0,74.6,173.0,62.0,19.0,2.28,Portero
Manuel Leal,Natación,28.0,67.2,170.0,81.0,11.0,5.41,PORTERO
Enrique Valenzuela,Tenis,30.0,68.9,161.0,78.0,6.4,5.552869109947644,CORREDOR
